X,Y,Z,Cost
197,280,242,43144
197,280,243,42892
197,280,244,42768
197,280,245,42742
197,281,241,43006
197,281,242,42520
197,281,243,42256
197,281,244,43014
197,282,240,43356
197,282,241,43316
198,280,242,43342
198,280,243,43048
198,280,244,42892
198,280,245,42842
198,280,246,43158
198,281,241,43184
198,281,242,42660
198,281,243,42360
198,281,244,42344
198,282,240,43266
198,282,241,42756
198,282,242,43018
199,280,243,43372
199,280,244,43178
199,280,245,43104
199,280,246,43068
199,281,242,42964
199,281,243,42622
199,281,244,42442
199,281,245,43126
199,282,241,42946
199,282,242,42670
199,282,243,43258
200,280,245,43476
200,280,246,43426
200,281,242,43400
200,281,243,43010
200,281,244,42794
200,281,245,42870
200,282,241,43388
200,282,242,42772
200,282,243,43036
201,281,244,43312
201,281,245,43202
201,282,242,43354
201,282,243,42998
X,Y,Z,Cost
389,313,245,43150
389,314,244,43368
389,315,244,43352
390,313,244,42892
390,314,243,43472
390,314,244,43214
390,315,243,43474
391,313,243,43148
391,314,243,42854
391,315,243,43458
392,312,243,43444
392,313,243,43434
392,314,242,43460
392,315,242,43434
436,473,157,43214
436,473,158,43446
436,474,158,43094
436,474,159,43110
436,474,160,43234
436,474,161,43222
436,474,162,43124
436,474,163,43056
436,475,159,43216
436,475,160,42824
436,475,161,42594
436,475,162,42600
436,475,163,43004
436,476,161,43254
436,476,162,43194
437,471,156,43494
437,472,156,42842
437,472,157,42920
437,472,158,43320
437,473,156,43132
437,473,157,42286
437,473,158,42666
437,473,159,43004
437,473,160,43168
437,473,161,43188
437,473,162,43118
437,473,163,43094
437,473,164,43238
437,474,157,42700
437,474,158,42050
437,474,159,42358
437,474,160,42494
437,474,161,42490
437,474,162,42406
437,474,163,42378
437,474,164,42524
437,475,157,43364
437,475,158,42586
437,475,159,42000
437,475,160,41804
437,475,161,41772
437,475,162,41676
437,475,163,41724
437,475,164,42630
437,476,158,43378
437,476,159,42724
437,476,160,42246
437,476,161,41930
437,476,162,41854
437,476,163,42190
437,476,164,43036
437,477,160,43114
437,477,161,42742
437,477,162,42610
437,477,163,42880
438,471,155,43476
438,471,156,42954
438,471,157,43154
438,472,155,43482
438,472,156,42390
438,472,157,42396
438,472,158,42816
438,472,159,43184
438,472,160,43358
438,472,161,43390
438,472,162,43350
438,472,163,43372
438,473,156,42568
438,473,157,41736
438,473,158,42138
438,473,159,42482
438,473,160,42642
438,473,161,42664
438,473,162,42612
438,473,163,42634
438,473,164,42826
438,473,165,43116
438,474,156,42990
438,474,157,42012
438,474,158,41504
438,474,159,41820
438,474,160,41954
438,474,161,41954
438,474,162,41888
438,474,163,41906
438,474,164,42100
438,474,165,42882
438,475,157,42586
438,475,158,41790
438,475,159,41182
438,475,160,41276
438,475,161,41250
438,475,162,41174
438,475,163,41180
438,475,164,41748
438,475,165,43006
438,476,157,43370
438,476,158,42514
438,476,159,41840
438,476,160,41344
438,476,161,41010
438,476,162,40920
438,476,163,41260
438,476,164,42098
438,476,165,43304
438,477,158,43460
438,477,159,42728
438,477,160,42180
438,477,161,41794
438,477,162,41652
438,477,163,41928
438,477,164,42698
438,478,160,43268
438,478,161,42838
438,478,162,42646
438,478,163,42864
439,471,155,43408
439,471,156,42668
439,471,157,42882
439,471,158,43308
439,472,155,43324
439,472,156,42212
439,472,157,42110
439,472,158,42536
439,472,159,42878
439,472,160,43038
439,472,161,43070
439,472,162,43056
439,472,163,43114
439,472,164,43330
439,473,155,43446
439,473,156,42286
439,473,157,41422
439,473,158,41832
439,473,159,42152
439,473,160,42300
439,473,161,42322
439,473,162,42296
439,473,163,42354
439,473,164,42580
439,473,165,42920
439,474,156,42598
439,474,157,41598
439,474,158,41170
439,474,159,41464
439,474,160,41588
439,474,161,41590
439,474,162,41550
439,474,163,41604
439,474,164,41832
439,474,165,42324
439,475,156,43146
439,475,157,42088
439,475,158,41272
439,475,159,40826
439,475,160,40922
439,475,161,40900
439,475,162,40852
439,475,163,40894
439,475,164,41140
439,475,165,42380
439,476,157,42804
439,476,158,41932
439,476,159,41240
439,476,160,40726
439,476,161,40376
439,476,162,40284
439,476,163,40620
439,476,164,41442
439,476,165,42632
439,477,158,42840
439,477,159,42094
439,477,160,41532
439,477,161,41134
439,477,162,40994
439,477,163,41270
439,477,164,42028
439,477,165,43158
439,478,159,43204
439,478,160,42598
439,478,161,42160
439,478,162,41974
439,478,163,42196
439,478,164,42892
439,479,161,43458
439,479,162,43236
439,479,163,43410
440,470,156,43362
440,471,156,42524
440,471,157,42744
440,471,158,43154
440,471,159,43472
440,472,155,43398
440,472,156,42260
440,472,157,41950
440,472,158,42360
440,472,159,42674
440,472,160,42810
440,472,161,42850
440,472,162,42866
440,472,163,42954
440,472,164,43200
440,473,155,43424
440,473,156,42238
440,473,157,41268
440,473,158,41640
440,473,159,41934
440,473,160,42060
440,473,161,42092
440,473,162,42096
440,473,163,42184
440,473,164,42440
440,473,165,42830
440,474,156,42442
440,474,157,41422
440,474,158,40950
440,474,159,41220
440,474,160,41324
440,474,161,41338
440,474,162,41330
440,474,163,41414
440,474,164,41672
440,474,165,42070
440,474,166,43480
440,475,156,42910
440,475,157,41832
440,475,158,40996
440,475,159,40586
440,475,160,40664
440,475,161,40656
440,475,162,40642
440,475,163,40716
440,475,164,40974
440,475,165,41998
440,475,166,43438
440,476,157,42486
440,476,158,41596
440,476,159,40890
440,476,160,40358
440,476,161,40100
440,476,162,40072
440,476,163,40236
440,476,164,41040
440,476,165,42210
440,477,157,43408
440,477,158,42462
440,477,159,41704
440,477,160,41128
440,477,161,40728
440,477,162,40592
440,477,163,40862
440,477,164,41606
440,477,165,42718
440,478,159,42794
440,478,160,42176
440,478,161,41738
440,478,162,41560
440,478,163,41780
440,478,164,42466
440,479,161,43032
440,479,162,42820
440,479,163,42994
441,470,156,43384
441,471,156,42904
441,471,157,42764
441,471,158,43152
441,471,159,43438
441,472,156,42608
441,472,157,41970
441,472,158,42360
441,472,159,42644
441,472,160,42760
441,472,161,42814
441,472,162,42850
441,472,163,42960
441,472,164,43232
441,473,156,42498
441,473,157,41506
441,473,158,41628
441,473,159,41894
441,473,160,42002
441,473,161,42050
441,473,162,42076
441,473,163,42186
441,473,164,42468
441,473,165,42898
441,474,156,42604
441,474,157,41562
441,474,158,40918
441,474,159,41162
441,474,160,41250
441,474,161,41282
441,474,162,41298
441,474,163,41406
441,474,164,41692
441,474,165,42130
441,474,166,43426
441,475,156,42998
441,475,157,41898
441,475,158,41042
441,475,159,40536
441,475,160,40600
441,475,161,40612
441,475,162,40624
441,475,163,40724
441,475,164,41012
441,475,165,41914
441,475,166,43326
441,476,157,42498
441,476,158,41590
441,476,159,40866
441,476,160,40318
441,476,161,40114
441,476,162,40116
441,476,163,40214
441,476,164,40950
441,476,165,42096
441,476,166,43468
441,477,157,43386
441,477,158,42424
441,477,159,41650
441,477,160,41060
441,477,161,40662
441,477,162,40522
441,477,163,40778
441,477,164,41504
441,477,165,42594
441,478,159,42720
441,478,160,42090
441,478,161,41656
441,478,162,41478
441,478,163,41688
441,478,164,42360
441,478,165,43390
441,479,160,43404
441,479,161,42940
441,479,162,42730
441,479,163,42896
442,471,157,42986
442,471,158,43344
442,472,156,43226
442,472,157,42256
442,472,158,42564
442,472,159,42820
442,472,160,42932
442,472,161,42998
442,472,162,43048
442,472,163,43176
442,472,164,43472
442,473,156,43052
442,473,157,42036
442,473,158,41844
442,473,159,42084
442,473,160,42190
442,473,161,42252
442,473,162,42294
442,473,163,42422
442,473,164,42728
442,473,165,43186
442,474,156,43082
442,474,157,42016
442,474,158,41196
442,474,159,41356
442,474,160,41444
442,474,161,41492
442,474,162,41526
442,474,163,41654
442,474,164,41966
442,474,165,42434
442,475,156,43418
442,475,157,42296
442,475,158,41418
442,475,159,40760
442,475,160,40826
442,475,161,40856
442,475,162,40888
442,475,163,41010
442,475,164,41326
442,475,165,42154
442,476,157,42852
442,476,158,41924
442,476,159,41180
442,476,160,40626
442,476,161,40426
442,476,162,40454
442,476,163,40576
442,476,164,41196
442,476,165,42316
442,477,158,42722
442,477,159,41930
442,477,160,41336
442,477,161,40938
442,477,162,40790
442,477,163,41028
442,477,164,41734
442,477,165,42800
442,478,159,42984
442,478,160,42352
442,478,161,41920
442,478,162,41738
442,478,163,41934
442,478,164,42590
442,479,161,43186
442,479,162,42974
442,479,163,43130
443,472,157,43142
443,472,158,42998
443,472,159,43244
443,472,160,43354
443,472,161,43426
443,472,162,43486
443,473,157,42866
443,473,158,42296
443,473,159,42528
443,473,160,42634
443,473,161,42704
443,473,162,42758
443,473,163,42896
443,473,164,43218
443,474,157,42792
443,474,158,41948
443,474,159,41838
443,474,160,41928
443,474,161,41986
443,474,162,42034
443,474,163,42174
443,474,164,42504
443,474,165,42996
443,475,157,43024
443,475,158,42126
443,475,159,41414
443,475,160,41360
443,475,161,41402
443,475,162,41450
443,475,163,41586
443,475,164,41922
443,475,165,42708
443,476,158,42592
443,476,159,41834
443,476,160,41270
443,476,161,41042
443,476,162,41090
443,476,163,41228
443,476,164,41758
443,476,165,42850
443,477,158,43352
443,477,159,42548
443,477,160,41948
443,477,161,41546
443,477,162,41384
443,477,163,41598
443,477,164,42280
443,477,165,43320
443,478,160,42944
443,478,161,42512
443,478,162,42320
443,478,163,42496
443,478,164,43132
444,473,158,43020
444,473,159,43082
444,473,160,43186
444,473,161,43260
444,473,162,43316
444,473,163,43460
444,474,158,42846
444,474,159,42436
444,474,160,42526
444,474,161,42590
444,474,162,42642
444,474,163,42790
444,474,164,43134
444,475,158,42986
444,475,159,42256
444,475,160,42016
444,475,161,42066
444,475,162,42120
444,475,163,42266
444,475,164,42618
444,475,165,43400
444,476,158,43408
444,476,159,42636
444,476,160,42058
444,476,161,41766
444,476,162,41822
444,476,163,41972
444,476,164,42448
444,477,159,43318
444,477,160,42708
444,477,161,42296
444,477,162,42118
444,477,163,42304
444,477,164,42956
444,478,161,43244
444,478,162,43040
444,478,163,43192
445,474,159,43178
445,474,160,43120
445,474,161,43188
445,474,162,43246
445,474,163,43396
445,475,159,43236
445,475,160,42678
445,475,161,42732
445,475,162,42794
445,475,163,42944
445,475,164,43316
445,476,160,42984
445,476,161,42582
445,476,162,42568
445,476,163,42724
445,476,164,43272
445,477,161,43178
445,477,162,42984
445,477,163,43138
446,475,161,43442
446,475,162,43484
446,476,162,43474
478,362,152,43490
478,363,151,43270
478,363,152,43108
478,363,153,43304
478,364,150,43482
478,364,151,43064
478,364,152,42896
478,364,153,43076
478,365,151,43166
478,365,152,42976
478,365,153,43132
478,366,151,43484
478,366,152,43258
478,366,153,43376
479,363,150,43436
479,363,151,43360
479,363,152,43314
479,363,153,43466
479,364,149,43386
479,364,150,42754
479,364,151,42488
479,364,152,42478
479,364,153,42674
479,364,154,43184
479,365,150,42944
479,365,151,42474
479,365,152,42240
479,365,153,42356
479,365,154,42892
479,366,150,43364
479,366,151,42864
479,366,152,42594
479,366,153,42670
479,366,154,43168
479,367,151,43424
479,367,152,43116
479,367,153,43132
480,364,149,43380
480,364,150,43406
480,364,151,43336
480,364,152,43300
480,364,153,43474
480,365,149,43194
480,365,150,42616
480,365,151,42566
480,365,152,42568
480,365,153,42782
480,365,154,43302
480,366,150,43010
480,366,151,42472
480,366,152,42164
480,366,153,42200
480,366,154,42662
480,367,151,43074
480,367,152,42728
480,367,153,42704
480,367,154,43102
480,368,152,43408
480,368,153,43322
481,366,150,42926
481,366,151,42806
481,366,152,42804
481,366,153,43008
481,367,151,43016
481,367,152,42632
481,367,153,42570
481,367,154,42940
481,368,152,43364
481,368,153,43240
482,367,151,43308
482,367,152,43236
482,367,153,43418
X,Y,Z,Cost
42,115,486,43274
42,116,486,43016
42,117,486,43128
42,118,486,43472
43,114,486,43480
43,115,485,43404
43,115,486,42818
43,116,485,43016
43,116,486,42670
43,117,485,42980
43,117,486,43008
43,118,485,43262
44,115,485,43434
44,116,484,43418
44,116,485,43392
99,225,336,43422
99,226,336,43274
116,131,325,43406
116,132,324,43316
116,133,323,43400
117,131,324,43342
117,132,323,43244
117,132,324,43468
118,130,325,43496
118,131,324,43372
118,132,323,43390
X,Y,Z,Cost
262,165,477,43394
262,165,478,43318
262,165,479,43442
262,166,478,43428
263,164,477,43392
263,164,478,43358
263,165,476,43466
263,165,477,43208
263,165,478,43118
263,165,479,43238
263,165,480,43426
263,166,477,43340
263,166,478,43196
263,166,479,43264
263,166,480,43410
264,164,477,43408
264,164,478,43354
264,165,476,43488
264,165,477,43200
264,165,478,43086
264,165,479,43196
264,165,480,43384
264,166,477,43300
264,166,478,43128
264,166,479,43182
264,166,480,43324
264,167,478,43410
264,167,479,43412
265,165,477,43410
265,165,478,43280
265,165,479,43384
265,166,477,43468
265,166,478,43278
265,166,479,43322
265,166,480,43460
265,167,478,43492
265,167,479,43480
266,165,478,43458
266,166,478,43406
266,166,479,43444
267,166,478,43426
267,166,479,43462
267,167,478,43466
267,167,479,43446
268,166,478,43454
268,166,479,43494
268,167,478,43416
268,167,479,43400
268,168,479,43478
269,167,478,43492
269,167,479,43490
269,168,479,43500
362,255,389,43460
363,102,327,43478
363,103,327,43350
363,104,327,43364
363,255,389,43470
364,101,326,43332
364,102,326,43216
364,102,327,43470
364,103,326,43132
364,103,327,43342
364,104,326,42870
364,104,327,43352
364,105,326,43074
365,101,325,43500
365,102,326,43294
365,103,326,43126
365,104,325,43204
365,104,326,43102
365,105,325,42906
365,105,326,43292
365,106,325,43334
366,103,325,43302
366,104,325,43252
366,105,324,43328
366,105,325,43416
444,207,427,43378
444,207,428,42846
444,207,429,42628
444,207,430,42760
444,207,431,43170
444,208,427,43166
444,208,428,42880
444,208,429,42932
444,208,430,43322
445,206,427,43248
445,206,428,42798
445,206,429,42632
445,206,430,42796
445,206,431,43240
445,207,426,43068
445,207,427,42276
445,207,428,41768
445,207,429,41556
445,207,430,41880
445,207,431,42450
445,207,432,43050
445,208,425,43400
445,208,426,42922
445,208,427,42486
445,208,428,42238
445,208,429,42310
445,208,430,42712
445,208,431,43250
445,209,428,43368
445,209,429,43374
446,205,428,43434
446,205,429,43336
446,206,426,43112
446,206,427,42420
446,206,428,41988
446,206,429,41832
446,206,430,42004
446,206,431,42446
446,206,432,43058
446,207,425,42988
446,207,426,42154
446,207,427,41390
446,207,428,40900
446,207,429,40888
446,207,430,41348
446,207,431,41944
446,207,432,42580
446,207,433,43106
446,207,434,43400
446,208,424,43344
446,208,425,42648
446,208,426,42242
446,208,427,41864
446,208,428,41654
446,208,429,41758
446,208,430,42190
446,208,431,42754
446,208,432,43342
446,209,427,43108
446,209,428,42806
446,209,429,42842
446,209,430,43232
447,205,427,43342
447,205,428,42984
447,205,429,42896
447,205,430,43124
447,206,425,43292
447,206,426,42556
447,206,427,41896
447,206,428,41480
447,206,429,41336
447,206,430,41520
447,206,431,41974
447,206,432,42598
447,206,433,43378
447,207,424,43214
447,207,425,42338
447,207,426,41536
447,207,427,40804
447,207,428,40522
447,207,429,40704
447,207,430,41188
447,207,431,41816
447,207,432,42490
447,207,433,43058
447,207,434,43404
447,208,424,42606
447,208,425,42244
447,208,426,41914
447,208,427,41610
447,208,428,41438
447,208,429,41578
447,208,430,42034
447,208,431,42630
447,208,432,43256
447,209,426,43290
447,209,427,42860
447,209,428,42596
447,209,429,42666
447,209,430,43080
448,205,427,43188
448,205,428,42846
448,205,429,42770
448,205,430,43010
448,206,425,43010
448,206,426,42306
448,206,427,41680
448,206,428,41282
448,206,429,41152
448,206,430,41350
448,206,431,41816
448,206,432,42444
448,206,433,43224
448,207,424,42834
448,207,425,41984
448,207,426,41214
448,207,427,40668
448,207,428,40614
448,207,429,40836
448,207,430,41352
448,207,431,42010
448,207,432,42716
448,207,433,43326
448,208,423,43112
448,208,424,42368
448,208,425,42154
448,208,426,41890
448,208,427,41662
448,208,428,41538
448,208,429,41718
448,208,430,42206
448,208,431,42832
448,208,432,43490
448,209,426,43266
448,209,427,42912
448,209,428,42696
448,209,429,42804
448,209,430,43250
449,205,427,43324
449,205,428,43002
449,205,429,42940
449,205,430,43186
449,206,425,43014
449,206,426,42344
449,206,427,41754
449,206,428,41378
449,206,429,41264
449,206,430,41470
449,206,431,41930
449,206,432,42546
449,206,433,43312
449,207,424,42736
449,207,425,41924
449,207,426,41188
449,207,427,40876
449,207,428,40866
449,207,429,41124
449,207,430,41664
449,207,431,42334
449,207,432,43048
449,208,423,42910
449,208,424,42426
449,208,425,42270
449,208,426,42052
449,208,427,41880
449,208,428,41798
449,208,429,42014
449,208,430,42526
449,208,431,43164
449,209,426,43438
449,209,427,43140
449,209,428,42966
449,209,429,43108
450,205,429,43456
450,206,425,43390
450,206,426,42754
450,206,427,42200
450,206,428,41844
450,206,429,41738
450,206,430,41922
450,206,431,42356
450,206,432,43016
450,207,424,43002
450,207,425,42240
450,207,426,41538
450,207,427,41318
450,207,428,41348
450,207,429,41636
450,207,430,42180
450,207,431,42848
450,208,423,43078
450,208,424,42682
450,208,425,42600
450,208,426,42438
450,208,427,42324
450,208,428,42280
450,208,429,42524
450,208,430,43040
450,209,428,43454
451,206,426,43474
451,206,427,42946
451,206,428,42600
451,206,429,42488
451,206,430,42652
451,206,431,43058
451,207,425,42876
451,207,426,42208
451,207,427,41858
451,207,428,41912
451,207,429,42216
451,207,430,42772
451,207,431,43446
451,208,424,43064
451,208,425,43048
451,208,426,42938
451,208,427,42864
451,208,428,42842
451,208,429,43100
452,206,429,43490
452,207,426,43146
452,207,427,42574
452,207,428,42516
452,207,429,42834
452,207,430,43412
452,208,426,43478
452,208,427,43440
452,208,428,43440
453,207,428,43392
453,207,429,43466
X,Y,Z,Cost
25,279,319,43410
25,288,449,42890
25,288,450,43308
25,289,449,42622
25,289,450,42552
25,289,451,43328
25,290,449,42924
25,290,450,41914
25,290,451,42704
25,291,449,43434
25,291,450,42080
25,291,451,42318
25,291,452,43384
25,292,450,42808
25,292,451,42256
25,292,452,43324
25,293,451,42588
25,293,452,43448
26,289,450,43220
26,290,450,42548
26,290,451,43404
26,291,450,42966
26,291,451,42992
26,292,451,42902
26,293,451,43382
138,265,261,43388
139,264,262,43044
139,265,261,42988
139,265,262,43138
139,266,260,43150
139,266,261,42516
139,267,259,43288
139,267,260,42434
139,267,261,43332
139,268,258,43402
139,268,259,42656
139,268,260,43442
139,269,257,43292
139,269,258,43276
140,263,263,43410
140,264,262,42666
140,264,263,43156
140,265,261,42828
140,265,262,42148
140,265,263,43230
140,266,260,43026
140,266,261,42128
140,266,262,42642
140,267,259,43208
140,267,260,42368
140,267,261,42336
140,267,262,43440
140,268,258,43382
140,268,259,42626
140,268,260,42454
140,268,261,43410
140,269,257,43352
140,269,258,42846
140,269,259,42968
140,270,257,43210
141,262,263,43250
141,263,263,42728
141,264,262,42608
141,264,263,42458
141,265,261,42802
141,265,262,41774
141,265,263,42518
141,266,260,43052
141,266,261,42154
141,266,262,41936
141,266,263,42992
141,267,259,43286
141,267,260,42442
141,267,261,41626
141,267,262,42734
141,268,259,42754
141,268,260,41944
141,268,261,42704
141,269,258,43042
141,269,259,42306
141,269,260,43042
141,270,257,43064
141,270,258,43144
142,262,263,43156
142,263,263,42284
142,263,264,43426
142,264,262,42604
142,264,263,42000
142,264,264,43138
142,265,261,42842
142,265,262,41812
142,265,263,42046
142,265,264,43172
142,266,260,43146
142,266,261,42244
142,266,262,41482
142,266,263,42524
142,267,259,43432
142,267,260,42580
142,267,261,41708
142,267,262,42280
142,267,263,43298
142,268,259,42936
142,268,260,42118
142,268,261,42258
142,268,262,43320
142,269,258,43276
142,269,259,42528
142,269,260,42614
142,270,257,43370
142,270,258,42812
142,270,259,43324
143,262,263,42998
143,263,262,43464
143,263,263,42090
143,263,264,43160
143,264,262,42538
143,264,263,41742
143,264,264,42862
143,265,261,42828
143,265,262,41784
143,265,263,41776
143,265,264,42888
143,266,260,43202
143,266,261,42286
143,266,262,41282
143,266,263,42264
143,266,264,43360
143,267,260,42688
143,267,261,41802
143,267,262,42040
143,267,263,43050
143,268,259,43104
143,268,260,42274
143,268,261,42050
143,268,262,43092
143,269,259,42746
143,269,260,42438
143,269,261,43308
143,270,258,43090
143,270,259,43186
144,262,263,42848
144,263,262,43368
144,263,263,42012
144,263,264,43116
144,264,262,42484
144,264,263,41704
144,264,264,42812
144,265,261,42828
144,265,262,41768
144,265,263,41726
144,265,264,42830
144,266,260,43278
144,266,261,42342
144,266,262,41322
144,266,263,42224
144,266,264,43316
144,267,260,42826
144,267,261,41920
144,267,262,42020
144,267,263,43026
144,268,259,43316
144,268,260,42466
144,268,261,42066
144,268,262,43090
144,269,259,43014
144,269,260,42496
144,269,261,43344
144,270,258,43428
144,270,259,43286
145,261,263,43454
145,262,263,42814
145,263,262,43392
145,263,263,42244
145,263,264,43328
145,264,262,42554
145,264,263,41930
145,264,264,43022
145,265,261,42956
145,265,262,41880
145,265,263,41942
145,265,264,43034
145,266,260,43482
145,266,261,42530
145,266,262,41494
145,266,263,42454
145,267,260,43086
145,267,261,42164
145,267,262,42276
145,267,263,43270
145,268,260,42784
145,268,261,42356
145,268,262,43368
145,269,259,43412
145,269,260,42828
146,262,263,43190
146,263,263,42704
146,264,262,42724
146,264,263,42386
146,264,264,43464
146,265,261,43184
146,265,262,42102
146,265,263,42402
146,265,264,43484
146,266,261,42818
146,266,262,41936
146,266,263,42928
146,267,260,43442
146,267,261,42506
146,267,262,42782
146,268,260,43190
146,268,261,42888
146,269,260,43392
147,263,263,43402
147,264,262,42992
147,264,263,43082
147,265,262,42422
147,265,263,43104
147,266,261,43194
147,266,262,42664
147,267,261,42932
148,264,262,43378
148,265,262,43090
236,270,459,42864
236,270,460,42876
236,271,457,42974
236,271,458,42100
236,271,459,42206
236,271,460,42678
236,272,456,42634
236,272,457,42272
236,272,458,42144
236,272,459,42254
236,272,460,42728
236,273,456,42930
236,273,457,42580
236,273,458,42456
236,273,459,42574
236,273,460,43056
236,274,456,43430
236,274,457,43078
236,274,458,42962
236,274,459,43090
237,270,458,43462
237,270,459,42626
237,270,460,42118
237,270,461,41960
237,270,462,43144
237,271,457,42970
237,271,458,41956
237,271,459,41128
237,271,460,40760
237,271,461,41728
237,271,462,43004
237,272,456,42848
237,272,457,41702
237,272,458,40696
237,272,459,40408
237,272,460,40862
237,272,461,41836
237,272,462,43118
237,273,455,43234
237,273,456,42018
237,273,457,40884
237,273,458,40700
237,273,459,40778
237,273,460,41240
237,273,461,42222
237,274,455,42622
237,274,456,41842
237,274,457,41422
237,274,458,41248
237,274,459,41336
237,274,460,41808
237,274,461,42798
237,275,455,43318
237,275,456,42662
237,275,457,42236
237,275,458,42058
237,275,459,42144
237,275,460,42616
237,276,457,43414
237,276,458,43224
237,276,459,43298
238,269,461,43472
238,269,462,43494
238,270,458,43494
238,270,459,42642
238,270,460,42132
238,270,461,41998
238,270,462,42052
238,270,463,42890
238,271,457,43188
238,271,458,42144
238,271,459,41300
238,271,460,40822
238,271,461,40724
238,271,462,41310
238,271,463,42800
238,272,456,43252
238,272,457,42058
238,272,458,41022
238,272,459,40204
238,272,460,39752
238,272,461,40162
238,272,462,41450
238,272,463,42948
238,273,456,42538
238,273,457,41356
238,273,458,40334
238,273,459,39546
238,273,460,39586
238,273,461,40568
238,273,462,41864
238,273,463,43366
238,274,455,43300
238,274,456,42042
238,274,457,40870
238,274,458,39876
238,274,459,39714
238,274,460,40172
238,274,461,41162
238,274,462,42458
238,275,455,43120
238,275,456,41880
238,275,457,40720
238,275,458,40468
238,275,459,40520
238,275,460,40976
238,275,461,41970
238,275,462,43258
238,276,455,43316
238,276,456,42352
238,276,457,41860
238,276,458,41620
238,276,459,41658
238,276,460,42104
238,276,461,43090
238,277,457,43284
238,277,458,43034
238,277,459,43052
238,277,460,43478
239,270,459,43004
239,270,460,42492
239,270,461,42374
239,270,462,42446
239,270,463,42540
239,270,464,43080
239,271,458,42644
239,271,459,41788
239,271,460,41308
239,271,461,41228
239,271,462,41334
239,271,463,41460
239,271,464,43016
239,272,457,42718
239,272,458,41654
239,272,459,40824
239,272,460,40370
239,272,461,40324
239,272,462,40460
239,272,463,41510
239,272,464,43182
239,273,456,43320
239,273,457,42094
239,273,458,41044
239,273,459,40244
239,273,460,39824
239,273,461,39812
239,273,462,40388
239,273,463,41912
239,274,456,42872
239,274,457,41656
239,274,458,40634
239,274,459,39866
239,274,460,39480
239,274,461,39646
239,274,462,40954
239,274,463,42470
239,275,456,42750
239,275,457,41546
239,275,458,40542
239,275,459,39796
239,275,460,39446
239,275,461,40436
239,275,462,41736
239,275,463,43242
239,276,456,42990
239,276,457,41810
239,276,458,40818
239,276,459,40120
239,276,460,40544
239,276,461,41524
239,276,462,42814
239,277,456,43496
239,277,457,42348
239,277,458,41500
239,277,459,41484
239,277,460,41886
239,277,461,42844
239,278,457,43446
239,278,458,43138
239,278,459,43102
239,278,460,43476
240,270,460,43136
240,270,461,43020
240,270,462,43096
240,270,463,43196
240,270,464,43296
240,271,458,43408
240,271,459,42544
240,271,460,42066
240,271,461,41988
240,271,462,42098
240,271,463,42230
240,271,464,42356
240,272,458,42516
240,272,459,41676
240,272,460,41224
240,272,461,41182
240,272,462,41324
240,272,463,41484
240,272,464,41932
240,273,457,43032
240,273,458,41966
240,273,459,41156
240,273,460,40738
240,273,461,40732
240,273,462,40912
240,273,463,41106
240,273,464,42302
240,274,457,42594
240,274,458,41556
240,274,459,40778
240,274,460,40394
240,274,461,40426
240,274,462,40638
240,274,463,41128
240,274,464,42808
240,275,457,42476
240,275,458,41456
240,275,459,40700
240,275,460,40340
240,275,461,40402
240,275,462,40638
240,275,463,41856
240,276,457,42730
240,276,458,41722
240,276,459,40978
240,276,460,40634
240,276,461,40716
240,276,462,41364
240,276,463,42870
240,277,457,43264
240,277,458,42272
240,277,459,41534
240,277,460,41196
240,277,461,41350
240,277,462,42612
240,278,458,43080
240,278,459,42350
240,278,460,42010
240,278,461,42864
240,279,459,43384
241,271,459,43396
241,271,460,42908
241,271,461,42822
241,271,462,42930
241,271,463,43058
241,271,464,43186
241,271,465,43268
241,272,458,43454
241,272,459,42604
241,272,460,42142
241,272,461,42092
241,272,462,42234
241,272,463,42394
241,272,464,42544
241,272,465,42718
241,273,458,42924
241,273,459,42102
241,273,460,41674
241,273,461,41664
241,273,462,41848
241,273,463,42044
241,273,464,42214
241,273,465,43066
241,274,458,42506
241,274,459,41716
241,274,460,41324
241,274,461,41354
241,274,462,41574
241,274,463,41800
241,274,464,41998
241,275,457,43414
241,275,458,42390
241,275,459,41622
241,275,460,41256
241,275,461,41318
241,275,462,41566
241,275,463,41818
241,275,464,42378
241,276,458,42628
241,276,459,41874
241,276,460,41526
241,276,461,41610
241,276,462,41878
241,276,463,42140
241,276,464,43310
241,277,458,43150
241,277,459,42402
241,277,460,42060
241,277,461,42150
241,277,462,42408
241,277,463,42828
241,278,459,43180
241,278,460,42836
241,278,461,42906
241,278,462,43138
242,272,459,43490
242,272,460,43016
242,272,461,42958
242,272,462,43090
242,272,463,43240
242,272,464,43376
242,272,465,43446
242,273,459,42990
242,273,460,42552
242,273,461,42536
242,273,462,42714
242,273,463,42904
242,273,464,43064
242,273,465,43144
242,274,458,43392
242,274,459,42588
242,274,460,42188
242,274,461,42216
242,274,462,42434
242,274,463,42656
242,274,464,42846
242,274,465,42946
242,275,458,43262
242,275,459,42482
242,275,460,42110
242,275,461,42172
242,275,462,42420
242,275,463,42670
242,275,464,42874
242,275,465,43192
242,276,458,43474
242,276,459,42708
242,276,460,42354
242,276,461,42438
242,276,462,42706
242,276,463,42968
242,276,464,43156
242,277,459,43204
242,277,460,42856
242,277,461,42946
242,277,462,43204
242,277,463,43456
243,273,460,43436
243,273,461,43414
243,274,459,43452
243,274,460,43050
243,274,461,43074
243,274,462,43278
